Tweet-text,Uniqueness
"@GirlRhode @GregAbbott_TX Abbott choose to fail to protect his citizens knowing they would die, so yes he is responsible. As my family of doctors &amp; nurses have been caring for the sick &amp; dying (and family doing it in Texas)-don’t need people like you who tweet false information about vaccination &amp; COVID",Literary
@NEWHeadteacher2 Great leaders feel like this regularly-it’s good to have people around you who can help pick you up and remind you of all the fantastic things that you will be doing -every day 😊,Literary
Arise you who refuse to be slaves.,Literary
@francois_spies @andvdm @MaxduPreez Being here longer than me does not make you African. Maybe its you who must try harder to think before you speak. You are non African and Lastly am Still asking you that WHY are you still here in Africa if thats how you see us?,Literary
@JoeBiden If it’s you who sell the weapons,Literary
"@SenatorSinema Would be a great day for the filibuster to fall, Senator. With Democrats like you who needs Republicans?",Literary
"The fact is: there is a new person full of feeling for you who is coming to meet you; the other one will try at all costs to hinder you, physically or psychologically. Be wary!

You feel helpless and angry at the moment. Take your time to decide what to do.

Signs: Water / Air",Literary
@catboykass “who the fuck are you? who the fuck are you! i asked you first!! i asked you second?!”,Literary
"@Livheartt Awww Liv!! Now it’s you who’re making me cry 🥺🥺 babeeeee I still remember the first things I read from you and something told me I would want to stay by your side. I’m glad I did 🥺💜 
Thank you bb 💜",Non-literary
"@anthonymichaelp @CryptoSavy1 Because of the retail like you who bought at 64k, it'll never reach those levels again. The whales want you guys to bleed until the last drop then maybe it might pump to 100k. In the meantime, we'll be here enjoying the show...",Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year yovamorillo07 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/3SSUv43Hqf https://t.co/8ZUxQjmCM1",Literary
"@celestebarber_ @ScottMorrisonMP Rubbish, its' s people  like you who make things worse with your tweets and nonsense.   People are not waiting months for vaccination, my 12 year old got it a a week after it was made available for that age group. PM is in US for a reason not a holiday.",Literary
"@danpaquette @piggylou73 @LeonydusJohnson ""You're right, it is too bad that so few people believe in freedom."" 
NOPE. It's great that there are only a few like you who want to disregard the laws that every nation regarding their borders.",Literary
Dedicated to you who gave your heart as home when we were found lost. Thank you 💜💜,Literary
"""I respectfully do not care""
Say this to anyone who pass unfair judgement on something you strongly believe in or something that makes you who you are. People will inevitably judge you at some point and that's Okay.",Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year kxjlvli 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/z9aGgSQH7l https://t.co/uZ2RUDeVC6",Literary
"If you have your profile marked as private, does that mean you are scared of what people will say about you? Who you let read your posts? What is it that worries you most?",Non-literary
"""When someone shows you who they are, believe them the first time"" - Maya Angelou

https://t.co/Lo8vHzw9Ui #ClimateCrisis #decarbonise",Literary
"You, who's staring at me blankly in the mirror is not me",Non-literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year Manu_2723 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/5BF5a5Ivo4 https://t.co/y9ccwoU7Qw",Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year lixiibf 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/Dm80oSzOZK https://t.co/y0shqfdMeF",Literary
@techgirl1908 Wow! There are peeps who look up to you who would have loved to find out more. The idea that their genuine questions could be “lazy” is quite possibly a sad commentary. #BlackLivesMatter,Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year quanthyfoolish 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/ZWDNE6CI9p https://t.co/01zw29iuDj",Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year zoz_kai 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/PZLwK3ELVp https://t.co/e9NjWJJbCG",Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year sluttyneko72 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/aoxxvjIvCl https://t.co/Z1VDfU5ouy",Literary
"✨ Stolen Kiss

bitchy_houndz would kiss you around the corner... 😏
And you, who would do it?

➡️ https://t.co/vuVEMvOFXf https://t.co/bHYSg7w8Ej",Literary
"and it's only you who can turn my wooden heart
https://t.co/8MbKeH6ujS",Literary
"@MattJ_Morrison @SorryAmigos @NFL_DovKleiman Peeps like you who have nothing to offer, just come in, do some emo laugh, and leave... https://t.co/xrPu2HPE6F",Literary
@toohalalfor_you Who is aiza?,Non-literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year gullille 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/M7IPpnX0KD https://t.co/YLe5GWcFUS",Literary
@MaggieMobrules @duchess_salty Anyone who disputes what you who have said has not been raised correctly.,Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year zoz_kai 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/PZLwK3ELVp https://t.co/E0KB80woFs",Literary
"@nigrugthug @Tzcttwit @BBCNewsnight @RepBrendanBoyle @maitlis @lewis_goodall It's an alliance to deliver submarines in 25 years, which has nothing to do with Brexit...  

With regard to the vaccines - I don't know whether to feel sad for people like you who believe any bs they are fed because they are so gullible - or that you are just wilfully ignorant.. https://t.co/ex2i3bKwUa",Literary
@mikepompeo It find it very disingenuous of people like you who saw nothing wrong with the Trump administration in the last 4 years but you take issue with Pres Biden on every possible thing. Think Country Not Politics!!!,Literary
"@LynnSharig8 This is my deepest heartache too. I'm thankful for people like you who understand the value of living the truth, not just spewing it.",Literary
"Who are you 
Who are you 
#smithrowe silences the wombles https://t.co/Z3w3lbaRU8",Non-literary
@VassalloMaison @DejeanEndoMD @catearthjustice @supermormongirl No. I'm not even excusing people like you who have an inflated view of their ability to make moral judgments about others.,Literary
"'It was you, Advertising. It was you who finally brought me to my knees....Breakdowns are real, so why aren’t we investing in maintenance? What is ignoring mental health in business really costing us?
The answer is: everything.' @AmyMiranda @lunch_inc https://t.co/iWXEpcr8oT",Literary
"@zachkruse2 Also speaks to the benefits of introducing rookies to an otherwise cohesive line. Maximizes potential and shows you who probably isn't going to make it pretty quickly. They've almost never done a full teardown, which is crucial.

This is also why I'm hopeful for Stokes.",Literary
"✨ Stolen Kiss

19jkoo would kiss you around the corner... 😏
And you, who would do it?

➡️ https://t.co/j8QS3l4atU https://t.co/rSI9bqBGnJ",Literary
"No hate sadder than that of furious love. I understood that there is no worse enemy than the small brother enemy, I cannot want to kill you who are my own raving twin, the bearer of bitterness.",Literary
"I just love when someone you've never met, never talked to, tells you who YOU are, from behind a screen... 🤣🤦‍♂️✌",Literary
@AWojnarowski1 @ESPNCFB @OleMissFB @WVUfootball @ShellStationsUS My assumption seems to match the poll consensus. Maybe it’s you who don’t know much?,Non-literary
"@MetalChris @AllisonLeeSolin It's like the because, there aren't as many sycophants as you....who want unlimited 3rd world hordes",Literary
JAMESSS HOW COULD YOU!? Who else watches #thecircle??? Bc James just ruined the whole game for my people ugh. I’m so irritated.,Non-literary
"@mac_ausalain Thank you. That truly means so much. It is always less difficult going through things when you do not feel so alone. I am so very thankful for others like you, who understand OCD and the pain it can cause. Sharing in and working through these things together is so very important.",Literary
